Date;Price;Open;High;Low;Vol.;Change %
6/5/2016;1,275.90;1,245.50;1,280.90;1,236.90;779.24K;2.66%
6/12/2016;1,294.80;1,278.30;1,318.90;1,275.20;1.16M;1.48%
06/19/2016;1,322.40;1,293.00;1,362.60;1,252.80;1.26M;2.13%
06/26/2016;1,339.00;1,322.30;1,347.00;1,308.20;1.05M;1.26%
7/3/2016;1,358.40;1,345.00;1,377.50;1,336.30;1.11M;1.45%
7/10/2016;1,327.40;1,368.90;1,376.50;1,320.40;1.15M;-2.28%
07/17/2016;1,323.40;1,333.40;1,338.80;1,310.70;1.02M;-0.30%
07/24/2016;1,357.50;1,322.70;1,362.00;1,311.10;1.11M;2.58%
07/31/2016;1,344.40;1,357.20;1,374.20;1,340.40;806.17K;-0.97%
8/7/2016;1,343.20;1,341.20;1,363.60;1,335.30;848.48K;-0.09%
08/14/2016;1,346.20;1,343.60;1,364.30;1,340.50;866.63K;0.22%
08/21/2016;1,325.90;1,345.00;1,348.80;1,321.00;981.67K;-1.51%
08/28/2016;1,326.70;1,323.80;1,334.00;1,305.50;895.36K;0.06%
9/4/2016;1,334.50;1,328.10;1,357.60;1,325.50;779.90K;0.59%
9/11/2016;1,310.20;1,332.00;1,335.90;1,309.20;864.29K;-1.82%
09/18/2016;1,341.70;1,313.20;1,347.80;1,310.90;758.65K;2.40%
09/25/2016;1,317.10;1,340.80;1,346.10;1,316.00;843.38K;-1.83%
10/2/2016;1,251.90;1,321.00;1,322.60;1,243.20;1.16M;-4.95%
10/9/2016;1,255.50;1,258.50;1,266.80;1,246.90;753.37K;0.29%
10/16/2016;1,267.70;1,252.90;1,275.90;1,251.10;642.10K;0.97%
10/23/2016;1,276.80;1,266.90;1,285.40;1,260.10;806.99K;0.72%
10/30/2016;1,304.50;1,278.30;1,309.30;1,271.90;1.02M;2.17%
11/6/2016;1,224.30;1,294.50;1,338.30;1,218.70;2.10M;-6.15%
11/13/2016;1,208.70;1,227.70;1,233.10;1,201.30;1.29M;-1.27%
11/20/2016;1,178.40;1,207.30;1,220.90;1,170.30;1.05M;-2.51%
11/27/2016;1,177.80;1,184.40;1,197.70;1,162.20;1.06M;-0.05%
12/4/2016;1,161.90;1,182.60;1,190.20;1,157.60;815.45K;-1.35%
12/11/2016;1,137.40;1,161.40;1,168.00;1,124.30;984.30K;-2.11%
12/18/2016;1,133.60;1,136.10;1,144.40;1,127.30;574.40K;-0.33%
12/26/2016;1,151.70;1,135.30;1,164.30;1,132.80;522.84K;1.60%
1/2/2017;1,173.40;1,151.40;1,185.90;1,146.50;907.61K;1.88%
1/8/2017;1,196.20;1,172.90;1,207.20;1,172.20;1.29M;1.94%
01/15/2017;1,204.90;1,199.40;1,218.90;1,195.40;1.08M;0.73%
01/22/2017;1,188.40;1,209.30;1,220.10;1,179.70;1.23M;-1.37%
01/29/2017;1,220.80;1,194.60;1,227.50;1,190.00;1.11M;2.73%
2/5/2017;1,235.90;1,221.90;1,246.60;1,220.80;1.11M;1.24%
2/12/2017;1,239.10;1,234.20;1,245.10;1,217.50;1.01M;0.26%
02/19/2017;1,258.30;1,236.40;1,261.20;1,226.80;945.95K;1.55%
02/26/2017;1,226.50;1,258.90;1,264.90;1,223.00;1.31M;-2.53%
3/5/2017;1,201.40;1,233.90;1,237.30;1,194.50;1.06M;-2.05%
3/12/2017;1,230.20;1,205.00;1,234.00;1,196.80;1.03M;2.40%
03/19/2017;1,248.50;1,229.00;1,253.30;1,226.60;1.07M;1.49%
03/26/2017;1,251.20;1,245.50;1,261.00;1,241.50;1.05M;0.22%
4/2/2017;1,257.30;1,251.90;1,273.30;1,245.40;1.08M;0.49%
4/9/2017;1,288.50;1,255.60;1,290.70;1,248.20;960.90K;2.48%
04/16/2017;1,289.10;1,292.40;1,297.40;1,275.40;1.21M;0.05%
04/23/2017;1,268.30;1,280.00;1,280.00;1,260.70;1.18M;-1.61%
04/30/2017;1,226.90;1,269.60;1,272.40;1,225.70;1.23M;-3.26%
5/7/2017;1,227.70;1,223.10;1,236.90;1,214.30;1.09M;0.07%
05/14/2017;1,253.60;1,228.30;1,265.00;1,226.80;1.35M;2.11%
05/21/2017;1,268.10;1,257.50;1,269.30;1,247.60;1.21M;1.16%
05/28/2017;1,280.20;1,271.20;1,282.20;1,261.30;943.99K;0.95%
6/4/2017;1,271.40;1,282.60;1,298.80;1,266.70;1.09M;-0.69%
6/11/2017;1,256.50;1,269.70;1,284.20;1,252.70;1.10M;-1.17%
06/18/2017;1,256.40;1,255.80;1,260.00;1,241.70;885.56K;-0.01%
06/25/2017;1,242.30;1,258.10;1,259.00;1,236.50;1.14M;-1.12%
7/2/2017;1,209.70;1,241.70;1,242.60;1,206.60;1.17M;-2.62%
7/9/2017;1,227.50;1,212.10;1,232.70;1,204.00;1.21M;1.47%
07/16/2017;1,254.90;1,228.70;1,255.90;1,227.50;1.14M;2.23%
07/23/2017;1,275.30;1,255.50;1,277.00;1,243.20;1.17M;1.63%
07/30/2017;1,264.60;1,276.30;1,280.30;1,259.80;1.07M;-0.84%
8/6/2017;1,294.00;1,264.30;1,298.10;1,257.10;1.20M;2.32%
08/13/2017;1,291.60;1,296.40;1,306.90;1,272.70;1.53M;-0.19%
08/20/2017;1,297.90;1,289.10;1,301.40;1,281.30;1.37M;0.49%
08/27/2017;1,330.40;1,297.60;1,334.50;1,297.00;1.93M;2.50%
9/3/2017;1,351.20;1,339.70;1,362.40;1,331.10;1.43M;1.56%
9/10/2017;1,325.20;1,341.50;1,344.60;1,319.50;1.55M;-1.92%
09/17/2017;1,297.50;1,324.00;1,324.00;1,291.20;1.56M;-2.09%
09/24/2017;1,284.80;1,301.50;1,317.10;1,278.20;1.70M;-0.98%
10/1/2017;1,274.90;1,282.20;1,285.00;1,262.80;1.35M;-0.77%
10/8/2017;1,304.60;1,278.60;1,306.40;1,277.70;1.32M;2.33%
10/15/2017;1,280.50;1,306.00;1,308.40;1,277.60;1.54M;-1.85%
10/22/2017;1,271.80;1,281.50;1,285.30;1,263.80;1.68M;-0.68%
10/29/2017;1,269.20;1,274.30;1,285.10;1,265.90;1.67M;-0.20%
11/5/2017;1,274.20;1,270.70;1,289.50;1,266.40;1.80M;0.39%
11/12/2017;1,296.50;1,275.30;1,297.50;1,269.70;1.67M;1.75%
11/19/2017;1,287.30;1,294.10;1,295.10;1,274.10;1.49M;-0.71%
11/26/2017;1,282.30;1,288.00;1,300.40;1,273.10;1.78M;-0.39%
12/3/2017;1,248.40;1,277.60;1,280.50;1,244.40;1.45M;-2.64%
12/10/2017;1,257.50;1,249.20;1,264.50;1,238.30;1.26M;0.73%
12/17/2017;1,278.80;1,257.80;1,280.40;1,255.30;1.02M;1.69%
12/25/2017;1,309.30;1,279.00;1,309.80;1,277.70;807.36K;2.39%
1/1/2018;1,322.30;1,305.30;1,327.30;1,304.60;1.33M;0.99%
1/7/2018;1,334.90;1,321.80;1,340.00;1,308.90;1.60M;0.95%
01/14/2018;1,333.10;1,337.30;1,345.00;1,324.30;1.45M;-0.13%
01/21/2018;1,352.10;1,334.00;1,365.40;1,328.00;2.09M;1.43%
01/28/2018;1,337.30;1,349.00;1,354.30;1,330.10;1.81M;-1.09%
2/4/2018;1,315.70;1,334.60;1,349.30;1,309.00;1.81M;-1.62%
2/11/2018;1,356.20;1,317.10;1,364.40;1,316.30;1.35M;3.08%
02/18/2018;1,330.30;1,350.20;1,354.00;1,322.90;1.00M;-1.91%
02/25/2018;1,323.40;1,330.40;1,342.90;1,303.60;1.53M;-0.52%
3/4/2018;1,324.00;1,324.90;1,342.00;1,313.20;1.41M;0.05%
3/11/2018;1,312.30;1,324.10;1,330.50;1,309.50;1.35M;-0.88%
03/18/2018;1,349.90;1,312.90;1,350.40;1,306.60;1.88M;2.87%
03/25/2018;1,327.30;1,347.00;1,356.80;1,325.40;1.28M;-1.67%
4/1/2018;1,336.10;1,330.70;1,352.50;1,322.60;1.55M;0.66%
